2014-15 School Quality Report Results for High Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing - 4yr,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
19K659,Cypress Hills Collegiate Preparatory School,High School,330,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,77%,64%,79%,56%,67%,74%,Proficient,Developing,Proficient,Proficient,Proficient,"April 21, 2015",2.21,2.04,20.9%,18.8%,0.9%,77.2%,10.6%,63.3%,4.5%,19.7%,71.2%,3.3%,2.8,69.6%,78.3%,55.1%,94.4%
19K660,W. H. Maxwell Career and Technical Education High,High School,506,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,87%,87%,82%,81%,76%,90%,Proficient,Proficient,Proficient,Proficient,Proficient,"October 22-23, 2013",2.10,2.00,5.9%,30.0%,17.6%,81.8%,13.2%,68.0%,1.0%,69.6%,28.1%,0.6%,6.8,95.0%,73.4%,64.4%,95.9%
19K683,"The School for Classics: An Academy of Thinkers, W",High School,308,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,89%,92%,84%,84%,79%,91%,Proficient,Proficient,Proficient,Well Developed,Well Developed,"November 18, 2014",2.34,2.09,13.6%,21.8%,13.0%,76.4%,9.4%,60.7%,7.8%,60.7%,26.0%,4.2%,0.4,73.1%,83.9%,47.5%,96.6%
19K764,The Urban Assembly School for Collaborative Health,High School,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85%,88%,76%,76%,78%,83%,Proficient,Developing,Proficient,Proficient,Proficient,"May 21, 2015",2.45,2.20,9.7%,9.7%,0.0%,66.2%,9.7%,45.2%,11.3%,40.3%,32.3%,4.8%,1.0,0.0%,88.8%,39.0%,98.0%
20K445,New Utrecht High School,High School,3480,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,83%,86%,81%,80%,65%,87%,Proficient,Developing,Developing,Proficient,Proficient,"December 4-5, 2013",2.42,2.55,20.1%,16.6%,6.5%,67.1%,10.3%,51.6%,38.6%,4.0%,29.0%,27.6%,7.6,85.7%,88.3%,28.5%,96.6%
20K485,High School of  Telecommunication Arts and Technol,High School,1329,N/A,N/A,N/A,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,88%,93%,88%,89%,75%,93%,N/A,N/A,N/A,N/A,N/A,,2.56,2.59,6.5%,22.1%,4.2%,63.6%,2.6%,50.0%,18.0%,7.7%,56.7%,16.3%,1.4,70.4%,93.3%,18.2%,95.7%
20K490,Fort Hamilton High School,High School,4372,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,88%,89%,81%,81%,64%,86%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 8, 2015",2.63,2.69,18.3%,14.6%,5.9%,62.8%,8.7%,47.0%,30.1%,4.5%,29.2%,34.1%,2.8,83.7%,93.3%,17.0%,96.2%
20K505,Franklin Delano Roosevelt High School,High School,3220,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,85%,89%,83%,82%,65%,90%,Developing,Developing,Developing,Proficient,Proficient,"April 20, 2015",2.34,2.38,34.4%,13.7%,7.9%,71.6%,16.1%,51.8%,40.1%,11.5%,29.3%,18.6%,4.8,84.1%,85.0%,39.9%,96.2%
20K609,Urban Assembly School for Criminal Justice,High School,496,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,87%,89%,88%,85%,73%,90%,Proficient,Proficient,Developing,Proficient,Proficient,"November 20-21, 2013",2.55,2.38,10.2%,13.7%,0.3%,71.0%,4.8%,60.2%,46.5%,17.5%,20.4%,15.0%,8.0,46.2%,90.8%,33.1%,96.7%
21K337,International High School at Lafayette,High School,358,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,84%,85%,85%,76%,71%,87%,Proficient,Proficient,Proficient,Proficient,Proficient,"February 25, 2015",1.73,2.34,81.0%,2.5%,0.8%,68.2%,18.4%,48.6%,41.1%,8.7%,24.0%,25.7%,3.8,62.5%,90.8%,28.5%,97.6%
21K344,Rachel Carson High School for Coastal Studies,High School,560,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,84%,88%,83%,83%,74%,93%,Proficient,Developing,Proficient,Proficient,Proficient,December 3-4 2013,2.49,2.37,10.5%,18.9%,0.2%,60.1%,3.9%,48.2%,10.2%,22.5%,22.3%,43.6%,8.6,81.3%,86.1%,43.6%,96.5%
21K348,High School of Sports Management,High School,290,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,88%,88%,84%,83%,79%,89%,Developing,Developing,Proficient,Proficient,Proficient,"April 22, 2015",2.20,2.12,4.1%,19.0%,0.3%,70.3%,10.3%,55.2%,3.8%,72.4%,16.9%,5.5%,10.0,70.0%,80.9%,53.7%,96.2%
21K410,Abraham Lincoln High School,High School,2341,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,87%,87%,80%,81%,67%,84%,Proficient,Developing,Developing,Proficient,Proficient,"April 1, 2015",2.41,2.30,13.4%,15.4%,6.5%,65.8%,6.4%,50.4%,15.1%,39.8%,23.7%,20.1%,10.8,77.7%,82.8%,46.1%,96.1%
21K468,Kingsborough Early College School,High School,564,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,94%,98%,77%,95%,72%,91%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"May 4, 2015",2.80,2.76,0.9%,14.5%,0.0%,56.4%,2.9%,39.9%,6.6%,25.7%,24.3%,42.5%,9.0,71.4%,91.3%,26.6%,96.7%
21K525,Edward R. Murrow High School,High School,3968,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,84%,89%,84%,85%,70%,92%,Proficient,Developing,Proficient,Proficient,Developing,"February 26-28, 2014",2.73,2.71,7.2%,16.9%,5.7%,53.5%,3.3%,41.1%,26.6%,22.6%,21.7%,26.7%,3.3,91.6%,91.5%,19.6%,96.0%
21K540,John Dewey High School,High School,2006,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,85%,78%,79%,75%,65%,81%,Proficient,Developing,Developing,Proficient,Proficient,"May 14, 2015",2.42,2.50,22.6%,12.6%,3.3%,67.3%,14.1%,50.0%,35.8%,28.6%,20.7%,13.7%,3.3,65.4%,85.5%,25.5%,96.9%
21K559,Life Academy High School for Film and Music,High School,271,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,97%,98%,89%,97%,94%,97%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"April 14, 2015",2.37,2.20,2.2%,23.2%,1.5%,67.5%,7.0%,54.2%,7.4%,51.7%,26.6%,13.7%,3.8,66.7%,88.4%,37.6%,97.0%
21K572,Expeditionary Learning School for Community Leader,High School,271,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,95%,97%,90%,96%,74%,97%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"February 10, 2015",2.39,2.36,17.3%,16.6%,0.4%,63.5%,10.0%,47.2%,15.5%,17.3%,42.1%,23.2%,3.9,72.7%,87.7%,43.5%,97.9%
21K620,William E. Grady Career and Technical Education Hi,High School,613,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,90%,88%,77%,82%,77%,89%,Developing,Developing,Developing,Developing,Developing,"March 6, 2015",2.22,2.13,5.5%,28.9%,12.9%,66.6%,8.0%,52.4%,5.4%,68.7%,18.1%,6.4%,1.7,92.9%,82.3%,40.3%,96.1%
21K690,Brooklyn Studio Secondary School,High School,901,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,85%,75%,82%,69%,67%,78%,Proficient,Developing,Developing,Proficient,Proficient,"January 7, 2015",2.56,2.42,10.0%,18.9%,2.9%,60.8%,3.7%,46.5%,16.2%,5.1%,25.0%,53.3%,4.6,86.9%,89.6%,31.7%,96.2%
22K405,Midwood High School,High School,3787,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,87%,80%,86%,68%,65%,82%,Proficient,Proficient,Proficient,Proficient,Proficient,"December 18-19, 2013",3.06,3.05,3.3%,6.7%,1.5%,51.7%,3.9%,38.1%,33.7%,29.8%,12.5%,23.3%,2.0,88.6%,93.9%,17.0%,96.0%
22K425,James Madison High School,High School,3088,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,90%,93%,77%,88%,70%,89%,Developing,Developing,Proficient,Well Developed,Proficient,"May 27-29, 2014",2.63,2.59,10.4%,13.6%,3.7%,51.5%,4.9%,39.5%,21.2%,17.4%,16.7%,44.3%,1.8,87.3%,92.2%,17.2%,96.1%
22K495,Sheepshead Bay High School,High School,562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81%,78%,81%,71%,69%,82%,Developing,Developing,Developing,Proficient,Proficient,"November 14, 2014",2.23,2.15,24.0%,16.9%,10.1%,62.9%,9.3%,47.3%,14.8%,52.3%,19.2%,13.3%,3.5,83.3%,77.4%,54.8%,94.7%
22K535,Leon M. Goldstein High School for the Sciences,High School,1081,Meeting Target,Exceeding Target,Exceeding Target,Not Meeting Target,N/A,N/A,Exceeding Target,87%,81%,85%,67%,65%,83%,Proficient,Proficient,Proficient,Well Developed,Well Developed,"April 14, 2015",3.31,3.31,0.6%,12.9%,0.1%,36.2%,2.3%,23.8%,18.7%,10.2%,10.6%,59.1%,2.8,87.3%,96.1%,8.8%,96.7%
22K555,Brooklyn College Academy,High School,605,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,88%,92%,88%,88%,74%,93%,Well Developed,Well Developed,Proficient,Well Developed,Proficient,"December 2-3, 2013",3.12,2.90,0.2%,6.0%,0.7%,45.9%,2.8%,31.1%,7.9%,72.2%,9.1%,4.6%,10.0,82.1%,95.9%,9.1%,97.6%
22K611,Origins High School,High School,213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80%,93%,85%,91%,79%,93%,Proficient,Developing,Proficient,Proficient,Developing,"February 4, 2015",2.38,2.30,16.9%,13.6%,0.5%,68.7%,9.9%,54.9%,12.7%,42.3%,21.6%,22.5%,2.0,26.7%,88.8%,38.5%,98.7%
23K493,Brooklyn Collegiate: A College Board School,High School,353,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,89%,87%,80%,79%,76%,85%,Developing,Developing,Proficient,Proficient,Developing,"January 21, 2015",2.23,2.07,2.5%,23.8%,7.1%,69.8%,10.8%,50.1%,1.4%,87.5%,9.6%,0.3%,11.0,66.7%,79.1%,58.3%,96.1%
23K514,Frederick Douglass Academy VII High School,High School,319,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,83%,81%,80%,85%,71%,87%,Proficient,Proficient,Proficient,Well Developed,Proficient,"April 23, 2015",2.24,2.07,2.2%,27.6%,2.5%,71.0%,15.4%,53.3%,0.0%,88.1%,11.3%,0.3%,8.5,55.0%,78.1%,52.8%,97.1%
23K644,Eagle Academy for Young Men II,High School,576,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,87%,87%,85%,86%,82%,93%,Proficient,Proficient,Proficient,Well Developed,Proficient,"October 30, 2014",2.26,2.06,1.9%,21.5%,0.3%,68.5%,6.7%,48.4%,0.0%,85.3%,11.9%,1.9%,7.0,38.1%,90.9%,30.8%,96.5%
23K697,Teachers Preparatory High School,High School,390,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,84%,82%,76%,76%,73%,81%,Developing,Developing,Proficient,Proficient,Proficient,"February 12, 2015",2.28,2.11,3.1%,22.6%,11.3%,71.2%,8.8%,53.5%,0.3%,83.0%,15.7%,0.6%,4.8,88.9%,81.5%,43.9%,96.3%
24Q236,International High School for Health Sciences,High School,159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97%,99%,90%,97%,82%,98%,Developing,Developing,Developing,Proficient,Proficient,"May 4, 2015",2.09,2.30,86.8%,0.6%,0.0%,61.9%,34.6%,19.5%,21.4%,5.7%,63.5%,8.8%,2.0,54.5%,92.7%,24.6%,98.6%
24Q264,Academy of Finance and  Enterprise,High School,478,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,83%,89%,87%,83%,76%,92%,Proficient,Proficient,Well Developed,Well Developed,Well Developed,"March 19, 2015",2.70,2.72,4.6%,10.9%,0.4%,50.9%,2.5%,37.7%,22.0%,7.1%,51.9%,15.3%,3.0,84.0%,92.8%,20.7%,97.4%
24Q267,High School of Applied Communication,High School,421,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,93%,92%,83%,88%,75%,93%,Proficient,Proficient,Well Developed,Well Developed,Well Developed,"April 22, 2015",2.46,2.41,6.2%,13.8%,4.0%,55.7%,4.0%,43.0%,15.9%,12.6%,54.4%,13.5%,6.8,91.7%,88.2%,29.6%,96.4%
24Q293,Civic Leadership Academy,High School,479,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,85%,90%,90%,81%,73%,89%,Proficient,Developing,Developing,Well Developed,Proficient,"December 10-11, 2013",2.48,2.40,4.6%,15.7%,0.2%,64.0%,3.5%,51.8%,9.8%,7.9%,71.8%,5.6%,7.0,80.0%,90.2%,30.4%,96.6%
24Q296,Pan American International High School,High School,378,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,90%,87%,87%,75%,88%,89%,Developing,Developing,Developing,Proficient,Proficient,"November 6, 2014",1.80,1.94,78.6%,3.7%,0.5%,58.9%,16.1%,29.4%,0.3%,0.0%,99.7%,0.0%,2.9,28.0%,89.7%,28.6%,96.5%
24Q299,Bard High School Early College Queens,High School,623,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,94%,88%,92%,91%,74%,92%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"April 22, 2015",3.70,3.79,0.0%,1.1%,0.0%,30.7%,1.1%,17.0%,34.2%,11.4%,17.0%,34.5%,6.9,66.7%,97.4%,3.4%,98.1%
24Q455,Newtown High School,High School,1921,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,90%,93%,85%,88%,70%,93%,Proficient,Proficient,Proficient,Well Developed,Well Developed,"April 24, 2015",2.31,2.29,28.0%,11.8%,0.5%,57.1%,5.5%,40.7%,24.0%,8.3%,61.4%,4.3%,22.8,84.3%,86.6%,33.8%,96.2%
24Q485,Grover Cleveland High School,High School,1828,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,82%,75%,77%,63%,68%,83%,Proficient,Developing,Proficient,Proficient,Well Developed,"April 27, 2015",2.35,2.28,21.2%,16.8%,5.0%,61.2%,8.0%,44.3%,9.7%,4.5%,65.7%,18.9%,3.8,93.5%,82.2%,47.0%,95.7%
24Q520,Middle College High School at LaGuardia Community,High School,514,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,94%,88%,87%,86%,72%,94%,Proficient,Proficient,Proficient,Proficient,Developing,"December 9-10, 2013",2.36,2.38,0.0%,15.4%,0.0%,59.2%,2.3%,45.9%,8.4%,4.7%,79.6%,7.0%,7.8,100.0%,92.8%,21.1%,93.1%
24Q530,International High School at LaGuardia Community C,High School,509,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,96%,98%,94%,96%,88%,98%,Proficient,Well Developed,Proficient,Well Developed,Well Developed,"January 15, 2015",1.91,2.37,63.1%,1.6%,0.0%,61.9%,15.5%,41.8%,39.3%,2.6%,45.0%,13.0%,0.9,80.0%,91.6%,23.7%,96.6%
24Q550,High School for Arts and Business,High School,870,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,92%,94%,90%,89%,76%,93%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"March 25, 2015",2.48,2.43,7.6%,15.1%,0.0%,63.2%,5.1%,49.8%,10.2%,7.8%,77.2%,4.1%,7.9,91.7%,90.4%,30.0%,96.2%
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",High School,610,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,91%,90%,87%,86%,68%,91%,Proficient,Proficient,Proficient,Proficient,Proficient,"March 18, 2015",2.59,2.58,6.0%,13.4%,0.0%,51.3%,1.7%,41.6%,19.2%,4.9%,64.3%,10.9%,0.9,88.2%,90.8%,29.8%,96.1%
24Q585,Maspeth High School,High School,973,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,78%,86%,84%,82%,70%,85%,Proficient,Proficient,Proficient,Well Developed,Proficient,"February 6,-February 7, 2014",2.91,2.81,2.0%,11.5%,0.0%,41.0%,1.4%,28.4%,17.5%,2.0%,44.6%,35.8%,4.0,16.7%,92.4%,24.7%,98.1%
24Q600,Queens Vocational and Technical High School,High School,1553,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,89%,90%,82%,84%,71%,91%,Proficient,Proficient,Proficient,Well Developed,Well Developed,"March 30, 2015",2.56,2.57,3.8%,13.9%,3.9%,59.6%,3.7%,46.6%,12.1%,5.8%,74.6%,7.3%,4.8,83.5%,90.7%,22.8%,96.3%
24Q610,Aviation Career & Technical Education High School,High School,2168,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,89%,90%,83%,86%,70%,91%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"May 6, 2015",2.78,2.93,2.6%,9.1%,4.5%,53.9%,3.0%,41.1%,30.9%,6.3%,49.0%,11.0%,5.8,86.0%,95.1%,10.3%,95.8%
25Q240,Veritas Academy,High School,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92%,97%,81%,96%,70%,92%,Well Developed,Proficient,Well Developed,Well Developed,Proficient,"December 19, 2014",2.55,2.50,13.5%,18.5%,8.0%,49.3%,4.0%,37.1%,20.0%,13.8%,52.4%,12.7%,2.0,80.0%,90.7%,26.5%,97.1%
25Q241,Queens High School for Language Studies,High School,205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93%,95%,94%,98%,74%,96%,Developing,Proficient,Developing,Proficient,Proficient,"January 14, 2015",2.55,2.68,37.6%,4.9%,0.0%,57.5%,9.8%,42.9%,61.0%,10.2%,23.9%,2.4%,2.0,46.2%,93.8%,19.9%,96.9%
25Q252,"Queens School of Inquiry, The",High School,557,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,81%,87%,85%,82%,73%,89%,Well Developed,Proficient,Developing,Well Developed,Developing,"April 8-9, 2014",3.00,2.82,1.3%,11.4%,0.0%,44.3%,1.0%,28.7%,36.2%,19.5%,21.8%,19.2%,4.9,86.0%,94.2%,17.5%,95.7%
25Q263,Flushing International High School,High School,437,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,93%,98%,90%,98%,75%,96%,Proficient,Proficient,Proficient,Well Developed,Proficient,"April 27, 2015",1.83,2.42,81.7%,2.3%,0.2%,55.9%,8.9%,37.5%,55.6%,2.5%,38.4%,2.5%,3.8,82.1%,92.1%,25.0%,98.1%
25Q281,East-West School of International Studies,High School,666,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,89%,88%,84%,85%,74%,91%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"March 4, 2015",2.67,2.81,10.1%,11.4%,1.6%,53.8%,4.5%,41.1%,60.7%,14.9%,18.3%,5.3%,9.0,57.1%,91.3%,29.2%,96.8%
25Q285,World Journalism Preparatory: A College Board Scho,High School,610,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,92%,92%,83%,85%,76%,91%,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,"November 12, 2014",2.90,2.55,0.3%,20.3%,0.5%,29.3%,2.9%,19.3%,15.8%,9.1%,22.7%,50.3%,9.0,75.7%,92.3%,23.8%,97.1%
25Q425,John Bowne High School,High School,3667,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,87%,89%,78%,81%,66%,86%,Proficient,Proficient,Proficient,Well Developed,Well Developed,"April 20, 2015",2.41,2.39,20.2%,13.0%,5.5%,57.3%,5.2%,43.3%,29.4%,18.4%,46.0%,4.5%,8.8,83.6%,82.4%,41.6%,96.0%
25Q460,Flushing High School,High School,2186,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,81%,80%,75%,57%,61%,76%,Developing,Developing,Developing,Developing,Developing,"May 14, 2015",2.34,2.27,20.7%,13.9%,3.7%,55.4%,5.9%,40.3%,20.3%,23.7%,51.1%,3.7%,0.9,93.6%,83.0%,45.8%,96.3%
25Q525,Townsend Harris High School,High School,1132,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,87%,84%,91%,85%,71%,92%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"January 14, 2015",3.96,4.04,0.0%,1.4%,1.0%,27.4%,1.1%,15.9%,58.6%,6.3%,11.6%,21.9%,2.8,88.7%,97.6%,2.9%,96.7%
25Q670,Robert F. Kennedy Community High School,High School,701,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,84%,90%,83%,89%,73%,92%,Proficient,Well Developed,Well Developed,Well Developed,Proficient,"December 9-10, 2013",2.41,2.40,10.3%,19.0%,0.3%,57.5%,4.1%,44.7%,31.2%,13.0%,35.5%,18.3%,4.0,92.7%,92.1%,24.8%,95.7%
26Q315,Business Technology Early College High School,High School,112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90%,98%,87%,98%,84%,96%,Proficient,Proficient,Proficient,Well Developed,Well Developed,"April 21, 2015",2.55,2.51,0.9%,15.2%,0.9%,49.1%,6.3%,34.8%,22.3%,32.1%,28.6%,8.0%,1.0,54.5%,93.7%,18.4%,97.2%
26Q415,Benjamin N. Cardozo High School,High School,3505,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,87%,86%,81%,80%,66%,89%,Proficient,Proficient,Developing,Proficient,Developing,"December 17-19, 2013",2.86,2.86,4.7%,10.8%,4.0%,35.5%,3.0%,24.3%,44.1%,20.3%,19.4%,14.9%,7.0,98.7%,93.3%,18.5%,95.7%
26Q430,Francis Lewis High School,High School,4172,Approaching Target,Approaching Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,88%,91%,90%,85%,67%,92%,Proficient,Developing,Developing,Well Developed,Developing,"January 14, 2015",2.87,2.93,11.3%,13.2%,5.7%,41.4%,3.9%,29.4%,53.9%,7.4%,23.1%,14.9%,1.8,76.1%,93.3%,17.2%,96.4%
26Q435,Martin Van Buren High School,High School,1742,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,84%,83%,74%,76%,72%,84%,Developing,Developing,Developing,Proficient,Proficient,"April 22, 2015",2.31,2.15,10.9%,11.8%,5.2%,49.1%,5.9%,36.3%,27.0%,52.7%,13.0%,3.6%,3.0,95.7%,84.4%,42.8%,96.6%
26Q495,Bayside High School,High School,3336,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Exceeding Target,84%,85%,79%,77%,66%,86%,Proficient,Proficient,Well Developed,Well Developed,Proficient,"May 18, 2015",2.82,2.76,4.9%,14.1%,3.6%,37.6%,3.4%,26.5%,40.3%,13.0%,27.9%,18.1%,6.9,84.9%,93.1%,20.2%,96.1%
26Q566,"Queens High School of Teaching, Liberal Arts and t",High School,1120,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,79%,77%,80%,75%,74%,85%,Well Developed,Proficient,Well Developed,Well Developed,Proficient,"April 22-23, 2013",2.60,2.47,1.9%,19.9%,0.2%,32.1%,2.2%,22.6%,24.8%,48.1%,17.5%,8.4%,3.6,78.0%,92.0%,25.1%,96.0%
27Q260,Frederick Douglass Academy VI High School,High School,409,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,80%,72%,76%,72%,70%,82%,Proficient,Developing,Proficient,Proficient,Developing,"March 17, 2015",2.22,2.04,8.6%,21.3%,4.2%,70.5%,8.6%,57.0%,1.5%,59.7%,37.9%,0.7%,0.9,95.8%,82.5%,46.0%,95.3%
27Q262,Channel View School for Research,High School,683,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,94%,96%,88%,90%,77%,94%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 15, 2015",2.52,2.34,1.9%,14.0%,0.2%,55.1%,5.8%,40.4%,6.0%,53.2%,29.1%,10.7%,0.7,82.4%,90.4%,34.4%,96.6%
27Q302,"Queens High School for Information, Research, and",High School,381,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,88%,94%,79%,93%,80%,92%,Developing,Developing,Developing,Proficient,Proficient,"November 20, 2014",2.23,2.02,18.6%,17.8%,1.3%,61.1%,6.8%,45.1%,4.2%,49.1%,43.6%,2.1%,0.9,68.2%,86.0%,44.7%,95.1%
27Q308,Robert H. Goddard High School of Communication Art,High School,602,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,86%,95%,87%,92%,71%,94%,Proficient,Developing,Proficient,Proficient,Proficient,"January 7-8, 2014",2.63,2.46,2.8%,15.1%,3.8%,49.6%,4.0%,36.9%,29.4%,7.3%,41.7%,17.6%,4.8,83.3%,92.1%,27.4%,97.1%
